std_smiles,pIC50,activity_class
Cn1c2nc3ccccc3c-2cc2cc(C#N)ccc21,4.791827473332878,Inactive
Clc1ccc(Cl)c(COC(CCn2cncn2)c2ccco2)c1,5.027334407733889,Active
CC(C)c1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,5.443697499232712,Active
CC1(C)C=Cc2cc(CNCCCCc3ccccc3)c(O)cc2O1,4.6020599913279625,Inactive
c1ccc2[nH]c(-c3ccc(OCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,4.9484616094846725,Inactive
CC(C)Cc1n[nH]c2nc(N[C@H]3CC[C@@H](NS(=O)(=O)Cc4ccccc4)CC3)ncc12,4.70000006855703,Inactive
Cn1cc(C(c2ccc(Cl)cc2)n2ccnc2)cc1-c1ccc(Cl)cc1,5.2441251443275085,Active
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,4.494850021680094,Inactive
CC(C)(C)OC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,4.96537154337468,Inactive
CCCCNc1nc2ccc(OC)cc2nc1NCCCC,4.679853713888946,Inactive
C/C(COc1ccccc1)=N\Nc1nc(-c2ccc3ccccc3c2)cs1,4.224025668870631,Inactive
Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(C#N)cc3)n2)c(Br)c1,4.618884919290149,Inactive
Cc1cc(-c2nc3ccccn3c2NC2CCCC2)ccn1,4.374687549038326,Inactive
c1cc(OCCCCOc2cccc(-c3nc4ccccc4[nH]3)c2)cc(-c2nc3ccccc3[nH]2)c1,5.000434511774017,Active
c1cc(OCCOc2cccc(-c3nc4ccccc4[nH]3)c2)cc(-c2nc3ccccc3[nH]2)c1,4.617982957425132,Inactive
O[C@@H]1Cc2cc(OC(F)(F)F)ccc2N[C@H](c2ccco2)C1,3.217670731003163,Inactive
COc1ccc(C(=O)/C=C/c2cccc(N(C)C)c2)c(OC)c1OC,4.698970004336019,Inactive
O=C(Cn1nncc1-c1cccc([N+](=O)[O-])c1)NCc1ccccc1,4.0655015487564325,Inactive
Fc1ccc(NCc2cncn2Cc2ccc(-c3ccccc3)cc2Cl)cc1Cl,7.312471038785365,Active
CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CCCc2coc(Cc3ccoc3)c2)OC1=O,4.552841968657781,Inactive
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)CC2,6.619788758288394,Active
CS/C(=C/[N+](=O)[O-])Nc1ccc(F)cc1,4.705533773838407,Inactive
CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](N)[C@H]1O,6.0,Active
COc1ccc(C(O)CCC(O)c2ccccc2)cc1OC,4.080147200221587,Inactive
COc1ccc2nc(NCC(C)C)c(S(C)(=O)=O)nc2c1,4.876148359032914,Inactive
COc1cc(O)cc(C)c1/C=C/C(=O)c1ccc(O)cc1,4.4089353929735005,Inactive
Nc1nonc1-c1nc2cncc(C(=O)N3CC[C@H](N)C3)c2n1CC1CC1,4.900000142057633,Inactive
Oc1ccc(CCc2cc(O)ccc2O)cc1,4.937418015771837,Inactive
COc1ccc(CN(CCc2ccc(Br)cc2)CC(=O)OC(C)(C)C)cc1O,4.954677021213342,Inactive
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,7.397940008672037,Active
O=[N+]([O-])c1ccc(C=NNc2nc3ccccc3[nH]2)cc1,4.789736606693437,Inactive
OC[C@H]1c2cc(-c3ccc(O)cc3)ccc2O[C@@H]1c1ccc(O)cc1,4.782516055786093,Inactive
O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)NC1CCCCC1,5.119186407719209,Active
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1,6.858550226599533,Active
COc1cc([C@H]2Oc3ccc(Br)cc3[C@@H]2C)ccc1O,4.605548319173784,Inactive
O=C(NCCCn1ccnc1[N+](=O)[O-])c1ccc(OC(F)(F)F)cc1,4.443335737877431,Inactive
CNC(=O)C1Cc2ccccc2N1C(=O)Cc1ccc(OC)cc1,5.100000128334196,Active
CCCc1ccc(OCC(=O)Cn2cc(-c3ccccc3)nn2)c(OC)c1,3.253443638589631,Inactive
O=[N+]([O-])c1ncn(CCCN2CCN(c3ccccn3)CC2)n1,6.071604147743286,Active
CN(C)CCN(C)Cc1ccc(F)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,5.6471279838347925,Active
C(=N\Nc1ncnc2sc3c(c12)CCCC3)/c1ccco1,4.79317412396815,Inactive
CSC[C@H]1O[C@@H](n2cnc3c(N)nc(NN)nc32)[C@H](O)[C@@H]1O,3.761953896871205,Inactive
Cc1nn(-c2ccc(S(=O)(=O)Nc3ccccc3)cc2)c(Cl)c1Br,7.229147988357855,Active
c1ccc(N2CCN(c3nc(-c4ccccn4)nc4ccccc34)CC2)cc1,6.366531544420414,Active
C=C(C(=O)OCCO)C(O)c1ccc(Br)cc1,4.246187216435298,Inactive
C=CCc1ccc(OC(C)=O)c(OC)c1,3.8777349590968657,Inactive
C[C@]1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,5.638272163982407,Active
Cc1cc(O)c(C(=O)Nc2ccc(Br)cc2)c(=O)n1C1CC1,4.259637310505756,Inactive
CC(C)(C)c1ccc(C(c2ccn(-c3ccc(Cl)cc3)c2)n2ccnc2)cc1,5.020451625295905,Active
C=C(c1nc(-c2ccc(OC)cc2)no1)C(O)c1ccccc1C(F)(F)F,5.055517327849832,Active
COc1ccccc1N1CCN(C(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)CC1,5.384576047114056,Active
CC(C)c1ccc2c(c1)C(=O)C[C@H]1[C@](C)(CNC(=O)c3ccccc3)CCC[C@]21C,5.403402904373539,Active
O=C(c1ccc(F)cc1)N1CCN(CC2CCn3cc([N+](=O)[O-])nc3O2)CC1,5.318758762624412,Active
CC(=O)Nc1ccc2[nH]c(=O)n(CCCc3ccccc3)c(=O)c2c1,5.1249387366083,Active
CCOC(=O)c1cnc2c(c(C)nn2-c2ccccc2)c1Nc1ccc(O)c(CN(CC)CC)c1,6.4089353929735005,Active
COc1c(O)c(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)c(OC)c(OC)c1OC,4.585026652029182,Inactive
CC(C)(C)[C@H]1CC[C@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,6.180456064458132,Active
CN(C)CCNC1=Cc2cccc3cccc(c23)C1=O,5.017728766960431,Active
COCc1cc(Nc2ccc(Cl)cc2)nc(-c2ccccn2)n1,5.688587353007248,Active
COc1cc(/C=C/c2ccccc2)oc(=O)c1,4.1938200260161125,Inactive
CC(C)c1ccc2nc(NC(=O)C3CC3)sc2c1,5.924453038607469,Active
Nc1ncnc2c1c(Cl)nn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.539102157243452,Active
COc1ccc(CC2(C)CC(S(=O)(=O)c3ccc(F)cc3)=C(c3ccc(/C(N)=N/O)cc3)O2)cc1,4.619788758288394,Inactive
Cc1ncnc2c1c(-c1cccnc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.645891560852599,Inactive
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,5.391473966422806,Active
Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1ccccc1)cc(=O)n2C,7.920818753952375,Active
C[C@@]1(COC(=O)Nc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,6.698970004336019,Active
N#C[Se]c1ccc(NC(=O)c2ccccc2-c2ccccc2C(=O)O)cc1,4.972242795309446,Inactive
COC(=O)c1c(NCCNc2ccnc3cc(Cl)ccc23)noc1-c1ccccc1F,5.795880017344075,Active
CC(=O)c1c(O)c(C=O)c(O)c2c1O[C@]1(C)C[C@@H]3[C@H](C[C@@H]1C2)C3(C)C,5.390702869433222,Active
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1ccc(Oc2ccc(Cl)cc2)cc1,8.096910013008056,Active
CN(C)C(=N)c1ccc2oc(CCCCc3cc4cc(C(=N)N(C)C)ccc4o3)cc2c1,4.896196279044043,Inactive
COc1cc(OC)cc(C(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c2nccn2C)c1,5.200000237109354,Active
O=S(=O)(Nc1ccc2c[nH]nc2c1)c1ccc(Cl)cc1,4.228412519118745,Inactive
CSc1nc2ccc(Cl)cc2nc1Cl,4.343901797987168,Inactive
Cc1cc(C)c(C)c(S(=O)(=O)N2CCc3ccccc32)c1C,6.136677139879544,Active
CCCn1c(NC(=O)Cc2ccc(F)cc2)nc2ccc(C(=O)N3CCOCC3)cc21,4.455931955649724,Inactive
CC(C)CC(=O)C[C@@H](C)C1=C(O)C(=O)[C@@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,4.092588639225414,Inactive
Cc1cc2c(cc1C)[n+]([O-])c(-c1ccccc1)c(C#N)[n+]2[O-],4.655607726314889,Inactive
O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(-c3ccc(F)cc3F)cn1)C2,6.638272163982407,Active
CN1CCN(CC(NCc2ccc(F)c(F)c2)c2ccccc2)CC1,4.948273430270857,Inactive
COc1ccc(-c2cc(CNc3ncnc4c3CCNCC4)no2)cc1,4.693371169952775,Inactive
CCc1ccc(C(=O)CC(=O)C2CCOCC2)cc1,4.260427655549908,Inactive
CCC(=O)N(CCCCCCCCNC(=O)OC(C)(C)C)C1CCN(CCc2ccccc2)CC1,4.616723349592349,Inactive
O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.2441251443275085,Active
OC(c1ccc(Cl)cc1)(c1cncnc1)c1cccs1,7.154901959985743,Active
Cc1cc(Oc2cccc(Cn3cc4ccccc4n3)c2)cc(C)c1Cl,5.008773924307505,Active
O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1cccc(-c3ccc(OC(F)F)cc3)n1)C2,6.585026652029182,Active
O=C(O[C@H](Cn1ccnc1)c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,5.87942606879415,Active
Cc1n[nH]c2c1C(c1ccc(OCc3ccccc3F)cc1)SCC(=O)N2,4.399999967876858,Inactive
Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccsc1C(N)=O,4.900000142057633,Inactive
Cc1nc(-c2ccccn2)nc(N2CCC(c3ccccc3)C2)c1Cl,6.4089353929735005,Active
N=C(N)c1cccc(-c2cc(Cl)cc(-c3cccc(C(=N)N)c3)c2)c1,4.29929628285498,Inactive
c1cc(C2=NCCN2)cc(-c2cccc(-c3cccc(C4=NCCN4)c3)c2)c1,4.690369832574101,Inactive
CC1(C)CCC(=O)/C(=C\C=C\c2ccccc2)C1=O,4.928486194904911,Inactive
COc1cc(-c2nc3ccccc3c3nc4ccccn4c23)cc(OC)c1OC,5.437945170343621,Active
Cc1ccc(NC(C)C(=O)Nc2ccc(C#N)cc2)cc1S(=O)(=O)N1CCCCC1,5.100000128334196,Active
O=C(/N=C(/NCc1ccccc1)Nc1ccccc1)c1ccccc1,4.645891560852599,Inactive
COc1ccc(/C(=N/c2ccccc2)Nc2cccc(C)c2)cc1,5.616184634019569,Active
OCCCc1cn(CCCCCCCCCCCCI)nn1,4.668269107184543,Inactive
Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1,6.899629454882437,Active
O=C(N/N=C/c1ccc(O)cc1)/C(=C/c1cnn(-c2ccccc2)c1)c1ccccc1,3.1195930119185804,Inactive
O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccc(F)cc1,5.161150909262744,Active
FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccccc3)CC2)cc1,7.853871964321762,Active
CCCCN(CCCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],4.698999971689156,Inactive
CCCCC1(CCCC)C[C@@H](CNCCCn2ccnc2)[C@@](C)(OC)OO1,5.006563769502388,Active
Clc1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1,4.37706103078851,Inactive
O=S(=O)(c1ccc(F)cc1)n1cnc2ccccc21,5.075720713938118,Active
Cc1ccc(-c2ccc(CN3C4=NCCN4c4ccccc43)cc2)cc1,5.127843727251707,Active
C1=C(c2ccccc2)NC2=NC=C3N(c4ccccc4)N=C(c4ccccc4)N3C12,4.1938200260161125,Inactive
N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cscn3)CC2)cc1,6.760700520873107,Active
CS(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,7.224025668870631,Active
O=C1C=C([Se]c2ccccc2)C(=O)C=C1[Se]c1ccccc1,4.078729814490187,Inactive
O=C1CSC(c2cccnc2)N1c1ccc(Cl)cc1Cl,6.799998134593398,Active
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.154901959985743,Active
NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,5.568636235841013,Active
CCCCCCCCCCCCNCCCCN,5.289882634888183,Active
Cc1nc(-c2ccccn2)nc(NCCNc2cc(C(F)(F)F)ccn2)c1Cl,6.552841968657781,Active
NCc1ccc(-c2nc3ccc(Cl)cc3c3c2CCN3)cc1,4.428291168191312,Inactive
O=C(N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1cc2ccccc2o1,4.371611069949688,Inactive
O=C1C=CC(=O)c2c(O)cccc21,5.186419011431808,Active
Nc1ccc2[nH]c3ccc([N+](=O)[O-])cc3c(=O)c2c1,3.542118103266008,Inactive
Nc1cnc2cc(Cl)ccc2c1NCCCNCC12CC3CC(CC(C3)C1)C2,5.752026733638194,Active
COc1ccc(C#CC2(O)CN3CCC2CC3)cc1,5.154901959985743,Active
CC1(COc2cccc(C(F)(F)F)n2)CCn2cc([N+](=O)[O-])nc2O1,6.356547323513812,Active
Cc1ccc(-n2cc(COC(=O)c3c(C)nc4ccc(Cl)cc4c3-c3ccccc3)nn2)cc1F,5.096910013008056,Active
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccccc1Oc1ccccc1,5.000434511774017,Active
Clc1ccc(NCc2cncn2Cc2ccc(-c3ccccc3)cc2)cc1-n1cccc1,7.517126416391246,Active
O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,5.450261268735101,Active
COC(=O)c1cn(C/C=C(/C)CCC=C(C)C)nn1,4.060480747381382,Inactive
C=C(c1nc(-c2ccc([N+](=O)[O-])cc2)no1)C1(O)C(=O)N(CC)c2ccc([N+](=O)[O-])cc21,5.133122185662501,Active
O=[N+]([O-])c1ncn(CCCNc2c3ccccc3nc3ccccc23)n1,6.853871964321762,Active
Cn1c(-c2ccccc2)cnc1NC(=O)c1cccc(Br)c1,5.508638306165727,Active
NCc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCO3)cc1,4.534617148551582,Inactive
Cc1ccc(-c2c(C#N)[n+]([O-])c3cc(F)ccc3[n+]2[O-])cc1,4.7594507517174005,Inactive
Cc1ccc(C(=O)NC(=[Se])Nc2ccc([Se][Se]c3ccc(NC(=[Se])NC(=O)c4ccc(C)cc4)cc3)cc2)cc1,4.823041019413092,Inactive
Fc1ccc2c(c1)C[C@H]1C[C@@H](c3ccccc3)N2O1,5.114638779968488,Active
Clc1ccc2c(NCCCCn3cncn3)ccnc2c1,4.035551792083339,Inactive
O=[N+]([O-])c1cn2c(n1)OC(COc1cccc(-c3ccc(F)nc3F)n1)CC2,6.886056647693163,Active
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccc3ccccc23)cc1,4.403402904373539,Inactive
CCCCNCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.865348361395671,Inactive
O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1)c1ccc([N+](=O)[O-])cc1,6.0,Active
COc1ccc(CN(CCCN2CCOCC2)Cc2ccc(Br)cc2)cc1O,4.290899718448833,Inactive
COc1ccc(C(=O)Nc2cc(-c3ccccn3)n[nH]2)cc1,6.131943638176958,Active
Cc1cc(N(C)C)nc2ccc(Cc3cnc(N)nc3N)cc12,4.399999967876858,Inactive
O=[N+]([O-])c1cc2n(n1)CC(OCc1ccc(OC(F)(F)F)cc1)CO2,5.086186147616283,Active
CN1C2CCC1CC(=NOC(c1ccccc1)c1ccc(C#N)cc1)C2,6.3979400086720375,Active
COc1ccc(-c2cc(=O)oc3ccc(OC)c(OC)c23)cc1OC,4.1904402853647325,Inactive
C/C(=N\NC(N)=S)C(C)Oc1ccc(C(C)(C)C)cc1,5.337242168318426,Active
O=C(CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)Nc1ncc([N+](=O)[O-])s1,5.4698003017969175,Active
Cc1cc(Br)c(Nc2nc(Nc3ccc(C#N)cc3)nc(N3CCN(C)CC3)n2)c(Br)c1,5.617982957425132,Active
Fc1cccc(COc2ccc(Nc3ncnc4ccccc34)cc2Cl)c1,5.619788758288394,Active
CC(C)CCC[C@H]1C(=O)O[C@@H]2O[C@@]3(C)CCC4[C@H](C)CC[C@@H]1[C@]42OO3,5.070581074285707,Active
O=[N+]([O-])c1ccc(/C=N/N=C/c2ccc(F)cc2)o1,5.559878396812196,Active
Cc1ccc(S(=O)(=O)Oc2c(NC(=O)c3cc4ccccc4[nH]3)c(=O)n(C)c3ccccc23)cc1,4.376750709602099,Inactive
Fc1ccc(NC(=S)Nn2c(S)nnc2-c2cnccn2)cc1,3.4920092751803087,Inactive
c1ccc(Oc2ccc(OCCSc3ccccc3)cc2)cc1,4.207258214165251,Inactive
COc1nncc(-c2cnnc(SC)n2)n1,4.795880017344075,Inactive
CCN(C)Cc1ccc(N2CCC(NS(=O)(=O)c3ccc4c(c3)CCO4)CC2)nc1,6.0,Active
Oc1ccc(-c2nc3ccccc3nc2-c2ccc(OCCN3CCCCC3)cc2)cc1,5.2441251443275085,Active
N=C(N)c1ccc(-c2cccc(-c3ccc(C(=N)N)cc3)c2)cc1,4.145086977692144,Inactive
O=C(Nc1ccc(Br)cn1)c1ccc(Cn2cnc([N+](=O)[O-])n2)cc1,6.900008766455316,Active
C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4C[C@H]2O[C@]23CC=CC(=O)[C@]13C,5.853871964321762,Active
O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1c(F)cccc1F,7.809668301829708,Active
O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCNCCCCNCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,5.0034883278458215,Active
CCOC(=O)c1ccc(C#C[C@H]2CN3CCC2C[C@@H]3CO)cc1,4.72584215073632,Inactive
CON1CCN=C1Nc1ccc(Nc2ccc(NC3=NCCN3OC)cc2)cc1,3.866461091629783,Inactive
Cc1ncnc2c1c(-c1cccc3cccnc13)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.431798275933005,Active
CC(C)(C)c1ccc(CN2C3=NCCN3c3ccccc32)cc1,5.667561540084395,Active
COC(=O)c1c(NCCCN2CCOCC2)noc1-c1cc2c(cc1[N+](=O)[O-])OCO2,4.65023695601205,Inactive
CCCCCCc1cc2cc(-c3csc(C=Cc4ccccc4)n3)c(=O)oc2cc1O,4.718872280588594,Inactive
C[C@H]1O[C@@H](n2cnc3c(N)nc(I)nc32)[C@H](O)[C@@H]1O,3.6819366650372394,Inactive
C=CCNC(=S)N/N=C/c1ccc(SC)cc1,5.0,Active
O=C(CN1CCc2c([nH]c3ccccc23)C1c1ccccc1)Nc1ccc([N+](=O)[O-])cc1,5.174249418651972,Active
COc1ccc(S(=O)(=O)Nc2ccc(CN3CCN(C(=O)c4cccc(F)c4)CC3)cc2)cc1,6.199998172182031,Active
CCOc1ccc(NCc2ccc(C(=O)N(C(C)C)C(C)C)cc2)cc1,4.347753658996677,Inactive
COc1ccc(N2CCN(CCCn3cnc([N+](=O)[O-])n3)CC2)cc1,6.254925208417943,Active
Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccccc1,4.544289319462786,Inactive
COc1ccc2c(c1)[n+]([O-])c(C#N)c(-c1cccs1)[n+]2[O-],4.844663962534939,Inactive
NC(=O)c1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,7.481486060122112,Active
CC(C)(C)OC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,8.070581074285707,Active
Cn1c2c3cc(Br)ccc3nc-2cc2cc(Br)ccc21,6.301029995663981,Active
CC1(COc2ccc(F)cc2)Cn2cc([N+](=O)[O-])nc2O1,6.920818753952375,Active
O=[N+]([O-])c1ccc2nc(C(Cl)Cl)ccc2c1,4.962573502059376,Inactive
ClCCCSc1ncnc2[nH]cnc12,4.301029995663981,Inactive
COc1ccccc1N1CCN(c2c(C#N)[n+]([O-])c3cc(Cl)ccc3[n+]2[O-])CC1,5.187086643357144,Active
Clc1ccc(C(c2c[nH]cc2-c2ccc(Cl)cc2-c2ccccc2)n2ccnc2)cc1,6.692503962086787,Active
Cc1cc([N+](=O)[O-])ccc1NC1C2=C(OC1(C)C)c1ccccc1C(=O)C2=O,3.8063189704587184,Inactive
CC(CCCCCCC[n+]1ccn(C)c1)Oc1ccc(C(=O)/C=C/c2ccco2)cc1,6.180456064458132,Active
O=C(NCCc1csc(-c2ccccn2)n1)c1ccccc1,5.200659450546418,Active
Cc1cccc2c1c(/C=C1\Sc3ccccc3N1C)cc[n+]2C,7.619788758288394,Active
FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(C(c3ccccc3)C(F)(F)F)CC2)cc1,5.28984030805399,Active
N#CCN(CCCCN1CCN(c2ccc(F)cc2)CC1)C(=O)OCc1ccccc1,5.235823867609669,Active
O=C(Nc1ccc2c(c1)B(O)OC2)c1cn(-c2ccc(Cl)cc2)nc1C(F)(F)F,5.886056647693163,Active
O=c1c(O)c(-c2csc3ccccc23)oc2ccc(Cl)cc12,5.568636235841013,Active
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccccc3OC(F)(F)F)cc1)C2,6.443697499232712,Active
COc1cc(/C=C/c2cccc([N+](=O)[O-])c2)oc(=O)c1,3.5686362358410126,Inactive
CCOC(=O)c1c(CN2CCN(C)CC2)nc2ccc(Cl)cc2c1-c1ccccc1,4.982966660701219,Inactive
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CCO[C@@H](C(C)(C)C)C3)c(=O)c2c1,5.6777807052660805,Active
CC(C)(C)OC(=O)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,4.1938200260161125,Inactive
CN1CCCN(c2ncc(-c3ccc4c(Nc5ccccn5)ccnc4c3)cn2)CC1,5.886056647693163,Active
CCCCCCCCCCCCC/C=C1/CCC[C@@H]2[C@H]1N2CCCCCC,5.619788758288394,Active
N#C[Se]c1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)O)cc1,5.492144128304169,Active
Cc1cc(Br)ccc1C(=O)Nc1ccccn1,4.0,Inactive
C=CCOc1cc(OC)c(C(=O)/C=C/c2cccc(OC)c2)c(OCC=C)c1,5.060480747381382,Active
COc1ccc(CN(CCc2ccccc2)Cc2ccc(C)cc2)cc1O,4.70071066591232,Inactive
Brc1ccccc1/C(=C1\C=CC=N1)c1ccc[nH]1,5.269217724333611,Active
COc1ccc2c(=O)cc(C(Cl)(Cl)Cl)oc2c1,6.364405683018633,Active
N=C(N)c1ccc(NCCCCCCNc2ccc(C(=N)N)cc2N)c(N)c1,3.004000002144563,Inactive
COc1cc(OC)cc(-n2cc(Cn3cnc([N+](=O)[O-])n3)nn2)c1,5.327902142064283,Active
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,4.189901959318857,Inactive
Cc1ccc([C@@H]2C[C@H](O)Cc3cc(F)ccc3N2)s1,3.8442086476423833,Inactive
O=c1oc2ccccc2n1C1CCN(Cc2ccccc2-c2cccnc2)CC1,6.399996913372259,Active
Clc1ccc(Nc2nc(-c3ncccn3)c(Cl)s2)nc1,6.795880017344075,Active
CN[C@@H]1CCC[C@@H](Oc2ccccc2Oc2ccc(C)cc2)[C@@H]1O,5.190198629014792,Active
COc1ccc([C@@H]2c3cc(OC)ccc3N(Cc3ccccc3)C[C@H]2C)cc1,5.224025668870631,Active
COc1cc(/C=C/c2cccc(Oc3ccccc3)c2)oc(=O)c1,4.522878745280337,Inactive
CCCCNC(=O)c1ccc([N+](=O)[O-])o1,4.585026652029182,Inactive
CC(C)Oc1ccc(C(O)(c2cccnc2)c2ccccc2F)cc1,8.481486060122112,Active
c1ccc(Nc2c(-c3ccccn3)nc3ccccn23)cc1,5.954677021213342,Active
O=C(Nc1c(O)cccc1-c1nc2c(C(=O)O)cccc2o1)c1cnccn1,6.292429823902063,Active
COC(=O)c1c(NCCNc2ccnc3cc(Cl)ccc23)noc1-c1ccccc1[N+](=O)[O-],4.95663772197887,Inactive
COC(=O)c1ccc(-c2cnc3ccc(NCc4ccccn4)nn23)cc1,5.100000128334196,Active
Clc1cccc(CO[C@H]2CCc3ccccc3[C@@H]2n2ccnn2)c1,5.180456064458132,Active
COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,5.693376636314853,Active
CCc1ccccc1[C@@H](C)NC(=O)c1cnc2c(cnn2CC)c1NC1CCN(C(N)=O)CC1,4.48858740203614,Inactive
C[C@@H]1CC[C@H]2[C@@H](CCC#N)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@]32OO4,4.410050398674292,Inactive
Clc1ccc(NCc2cncn2Cc2ccc(-c3ccccc3)cc2)cc1-c1cccnc1,7.188424994129407,Active
Nc1cc(-c2ccccc2)ccc1Cn1cncc1CNc1ccc(Cl)c(-c2ccccc2)c1,8.920818753952375,Active
CC1(Cc2ccccc2)CC(S(=O)(=O)c2ccc(I)cc2)=C(c2ccc(/C(N)=N/O)cc2)O1,5.161780778092374,Active
CCCCOc1ccccc1/C=C/C(=O)c1ccc(OC)c(OC)c1OC,4.585026652029182,Inactive
O=C(c1cc[nH]n1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,6.530914700876879,Active
O=[N+]([O-])c1ccc(/C=N/N=c2\[nH]c(-c3ccccc3)nc3ccccc23)o1,6.200659450546418,Active
CC(C)Cc1n[nH]c2nc(N[C@H]3CC[C@H](NS(=O)(=O)CCC(F)(F)F)CC3)ncc12,5.899998417198648,Active
CCCCOc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,5.459670525209126,Active
O=C(OCc1ccccc1)n1c2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,4.360613130982316,Inactive
O=S(=O)(Cc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.657577319177793,Active
Cc1ccccc1CC1(C)CC(S(=O)(=O)c2ccc(F)cc2)=C(c2ccc(/C(N)=N/O)cc2)O1,5.332547047110047,Active
