organism,descriptor,mean_abs_shap
T_cruzi,PEOE_VSA1,0.05375651063633488
T_cruzi,GATS1pe,0.045384196896819204
T_cruzi,ATSC0i,0.04004475457754346
T_cruzi,VR3_A,0.03965451675159811
T_cruzi,PEOE_VSA9,0.03812184278358317
T_cruzi,GGI9,0.03683630319960183
T_cruzi,VE2_A,0.033217362594291755
T_cruzi,SlogP_VSA2,0.030269011314955695
T_cruzi,SMR_VSA6,0.021185426964530612
T_cruzi,BCUTse-1l,0.008160735762165904
T_cruzi,BCUTs-1l,0.005599740126749309
T_cruzi,VR1_A,0.005406531824093725
