molecule_chembl_id,std_smiles,canonical_smiles,pIC50,activity_class,standard_type,target_organism,organism_key,scaffold,assay_chembl_id,assay_description
CHEMBL4207987,C=CCN(C)Cc1ccc(N2CCC(N(C)S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,C=CCN(C)Cc1ccc(N2CCC(N(C)S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,6.96,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(NC1CCN(c2ccccc2)CC1)c1ccccc1,CHEMBL4190098,Antiparasitic activity against epimastigote stage of Trypanosoma cruzi Tulahuen assessed as inhibition of parasite proliferation after 48 hrs by Alamar Blue assay
CHEMBL5583603,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccc(OCCN(C)C)cc3)CC2)cc1,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccc(OCCN(C)C)cc3)CC2)cc1,3.728623128105925,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,CHEMBL5551394,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen expressing Escherichia coli beta-galactosidase infected in L929 cells pretreated with parasite for 50 hrs followed by compound addition and measured after 96 hrs
CHEMBL589837,CC(=O)Nc1ccc(S(=O)(=O)N2c3ccccc3CCC2C)cc1,CC(=O)Nc1ccc(S(=O)(=O)N2c3ccccc3CCC2C)cc1,4.67,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL4540665,CC(=O)Nc1ccc2[nH]c(=O)n(C3CCN(S(=O)(=O)c4ccccc4)CC3)c(=O)c2c1,CC(=O)Nc1ccc2[nH]c(=O)n(C3CCN(S(=O)(=O)c4ccccc4)CC3)c(=O)c2c1,4.28,Inactive,EC50,Trypanosoma cruzi,T_cruzi,O=c1[nH]c2ccccc2c(=O)n1C1CCN(S(=O)(=O)c2ccccc2)CC1,CHEMBL4404814,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen strain C2C4 trypomastigotes infected in rat L6 cells incubated for 96 hrs by photometric method based assay
CHEMBL3735864,CC(C)(C)NS(=O)(=O)c1ccccc1-c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,CC(C)(C)NS(=O)(=O)c1ccccc1-c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.17,Active,EC50,Trypanosoma cruzi,T_cruzi,c1ccc(COc2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc2)cc1,CHEMBL3737583,Antiparasitic activity against Trypanosoma cruzi
CHEMBL2347545,CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.19,Active,EC50,Trypanosoma cruzi,T_cruzi,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccccc5)cc34)cc2)cc1,CHEMBL3737583,Antiparasitic activity against Trypanosoma cruzi
CHEMBL3143774,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COS(N)(=O)=O,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1COS(N)(=O)=O,3.795880017344075,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,CHEMBL883226,In vitro growth inhibitory activity against Trypanosoma cruzi in rat L-6 cells upon incubation at 37 degrees C in 5% CO2 atmosphere for 4 days
CHEMBL116,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,3.977942979398835,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1,CHEMBL3392937,"DNDI: Chagas in Vitro, 96 hour"
CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,4.04,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,CHEMBL3392937,"DNDI: Chagas in Vitro, 96 hour"
CHEMBL3431092,CC(C)COC(=O)Nc1ccc(N2CCC(CNS(=O)(=O)c3ccccc3)CC2)c(F)c1,CC(C)COC(=O)Nc1ccc(N2CCC(CNS(=O)(=O)c3ccccc3)CC2)c(F)c1,5.1,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(NCC1CCN(c2ccccc2)CC1)c1ccccc1,CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement."
CHEMBL4457950,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2ccc(F)c(F)c2)cc1,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2ccc(F)c(F)c2)cc1,6.41,Active,EC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N(Cc1ccccc1)Cc1ccncc1,CHEMBL4412312,Antimicrobial activity against Trypanosoma cruzi Y infected in human U2OS cells after 96 hrs by HCS assay
CHEMBL4591837,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2ccc(F)cc2F)cc1,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2ccc(F)cc2F)cc1,6.15,Active,EC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N(Cc1ccccc1)Cc1ccncc1,CHEMBL4412312,Antimicrobial activity against Trypanosoma cruzi Y infected in human U2OS cells after 96 hrs by HCS assay
CHEMBL4581694,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2cccc(F)c2)cc1,CC(C)COc1ccc(CN(Cc2ccncc2)S(=O)(=O)c2cccc(F)c2)cc1,3.700000003258169,Inactive,EC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N(Cc1ccccc1)Cc1ccncc1,CHEMBL4412312,Antimicrobial activity against Trypanosoma cruzi Y infected in human U2OS cells after 96 hrs by HCS assay
CHEMBL1862797,CC(C)CS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)CS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.48,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(NC2CCNCC2)c2cnccn2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1862936,CC(C)CS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)CS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.25,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(NC2CCNCC2)c2cnccn2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863235,CC(C)CS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)CS(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,7.21,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cncnc2)N2CCNCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863328,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)CS(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.26,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cnccn2)N2CCCCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863101,CC(C)CS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)CS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1,6.12,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cnccn2)N2CCCCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863248,CC(C)Oc1ccc(C(NC2CCN(S(C)(=O)=O)CC2)c2cccnc2)cc1,CC(C)Oc1ccc(C(NC2CCN(S(C)(=O)=O)CC2)c2cccnc2)cc1,6.85,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(NC2CCNCC2)c2cccnc2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863207,CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NS(C)(=O)=O)CC2)cc1,CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NS(C)(=O)=O)CC2)cc1,6.96,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cccnc2)N2CCCCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863498,CC(C)S(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)S(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.66,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(NC2CCNCC2)c2cnccn2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863070,CC(C)S(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,CC(C)S(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1,6.47,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(NC2CCNCC2)c2cnccn2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863056,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1,7.55,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cccnc2)N2CCNCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863322,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1,6.64,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cncnc2)N2CCNCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863503,CC(C)S(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CC(C)S(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,6.92,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cncnc2)N2CCNCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863186,CC(C)S(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,CC(C)S(=O)(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,6.25,Active,IC50,Trypanosoma cruzi,T_cruzi,c1ccc(C(c2cnccn2)N2CCCCC2)cc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863478,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,7.0,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCC(NC(c2ccccc2)c2cnccn2)CC1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1862953,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,6.68,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCC(NC(c2ccccc2)c2cnccn2)CC1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863506,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,7.92,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCN(C(c2ccccc2)c2cccnc2)CC1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863353,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1,7.62,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCN(C(c2ccccc2)c2cncnc2)CC1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1862912,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3cncnc3)c3ccc(Cl)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3cncnc3)c3ccc(Cl)cc3F)CC2)cc1,7.75,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCN(C(c2ccccc2)c2cncnc2)CC1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863182,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1,6.28,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(NC1CCN(C(c2ccccc2)c2cnccn2)CC1)c1ccccc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL1863202,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,CC(C)c1ccc(S(=O)(=O)NC2CCN(C(c3cnccn3)c3ccc(F)cc3F)CC2)cc1,6.07,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(NC1CCN(C(c2ccccc2)c2cnccn2)CC1)c1ccccc1,CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro."
CHEMBL3431355,CC(CNS(=O)(=O)c1ccc(OC(F)F)cc1)c1ccc(NC(=O)c2ccncc2)cc1,CC(CNS(=O)(=O)c1ccc(OC(F)F)cc1)c1ccc(NC(=O)c2ccncc2)cc1,7.0,Active,IC50,Trypanosoma cruzi,T_cruzi,O=C(Nc1ccc(CCNS(=O)(=O)c2ccccc2)cc1)c1ccncc1,CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement."
CHEMBL2377069,CC(O)c1cc(F)ccc1Oc1nc2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc2cc1Cc1ccccc1,CC(O)c1cc(F)ccc1Oc1nc2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc2cc1Cc1ccccc1,5.43,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(Nc1ccc2nc(Oc3ccccc3)c(Cc3ccccc3)cc2c1)c1ccccc1,CHEMBL2379738,Antiprotozoal activity against epimastigote form of Trypanosoma cruzi Tulahuen 2 assessed as parasite growth inhibition measured at day 5
CHEMBL591981,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(Br)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(Br)cc1,4.86,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL4075894,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(C(C)(C)C)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(C(C)(C)C)cc1,5.22,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL4045492,Antiparasitic activity against Trypanosoma cruzi Tulahuen C4 intracellular amastigotes infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric analysis
CHEMBL4077238,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(C(F)(F)F)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(C(F)(F)F)cc1,5.23,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL4045492,Antiparasitic activity against Trypanosoma cruzi Tulahuen C4 intracellular amastigotes infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric analysis
CHEMBL591980,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,4.8,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL591979,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(F)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(F)cc1,3.650256366255049,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL600838,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(N)cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc(N)cc1,4.71,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL602556,CC1CCc2ccccc2N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,4.94,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL4072095,CC1CCc2ccccc2N1S(=O)(=O)c1cccc(C(F)(F)F)c1,CC1CCc2ccccc2N1S(=O)(=O)c1cccc(C(F)(F)F)c1,5.18,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL4045492,Antiparasitic activity against Trypanosoma cruzi Tulahuen C4 intracellular amastigotes infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric analysis
CHEMBL589568,CC1CCc2ccccc2N1S(=O)(=O)c1cccc([N+](=O)[O-])c1,CC1CCc2ccccc2N1S(=O)(=O)c1cccc([N+](=O)[O-])c1,4.5,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL589836,CC1CCc2ccccc2N1S(=O)(=O)c1ccccc1,CC1CCc2ccccc2N1S(=O)(=O)c1ccccc1,4.67,Inactive,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCCc2ccccc21,CHEMBL1073484,Antitrypanosomal activity against Trypanosoma cruzi infected in rat L6 cells
CHEMBL3431036,CC1CN(S(=O)(=O)c2ccc(NC(=O)c3cc(C4CC4)nc4c3cnn4C(C)C)cc2)CC(C)O1,CC1CN(S(=O)(=O)c2ccc(NC(=O)c3cc(C4CC4)nc4c3cnn4C(C)C)cc2)CC(C)O1,6.2,Active,IC50,Trypanosoma cruzi,T_cruzi,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(C2CC2)nc2[nH]ncc12,CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement."
CHEMBL4094889,CC1Cc2ccccc2N1S(=O)(=O)c1ccc(Br)cc1,CC1Cc2ccccc2N1S(=O)(=O)c1ccc(Br)cc1,5.24,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCc2ccccc21,CHEMBL4045492,Antiparasitic activity against Trypanosoma cruzi Tulahuen C4 intracellular amastigotes infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric analysis
CHEMBL4094002,CC1Cc2ccccc2N1S(=O)(=O)c1ccc(C(C)(C)C)cc1,CC1Cc2ccccc2N1S(=O)(=O)c1ccc(C(C)(C)C)cc1,5.16,Active,IC50,Trypanosoma cruzi,T_cruzi,O=S(=O)(c1ccccc1)N1CCc2ccccc21,CHEMBL4045492,Antiparasitic activity against Trypanosoma cruzi Tulahuen C4 intracellular amastigotes infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric analysis
