molecule_chembl_id,std_smiles,canonical_smiles,pIC50,activity_class,standard_type,target_organism,organism_key,scaffold,assay_chembl_id,assay_description
CHEMBL3360720,CC(C)(C)C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CC(C)(C)C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,5.85,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4062505,CC(C)(C)C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])s3)cc2)CC1,CC(C)(C)C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])s3)cc2)CC1,7.0,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cccs1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL3360729,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)o3)cc2)CC1,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)o3)cc2)CC1,4.97,Inactive,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL3360719,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,6.55,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4084209,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])s3)cc2)CC1,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])s3)cc2)CC1,7.0,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1cccs1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL3360726,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3cccc([N+](=O)[O-])c3)cc2)CC1,CC1(C)CCN(S(=O)(=O)c2ccc(NC(=O)c3cccc([N+](=O)[O-])c3)cc2)CC1,4.88,Inactive,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccccc1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4099712,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])o3)c2)CC1,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])o3)c2)CC1,7.0,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4071148,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])s3)c2)CC1,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])s3)c2)CC1,5.89,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1cccs1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4061428,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3cccc([N+](=O)[O-])c3)c2)CC1,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3cccc([N+](=O)[O-])c3)c2)CC1,5.52,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccccc1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL4081696,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccco3)c2)CC1,CC1(C)CCN(S(=O)(=O)c2cccc(NC(=O)c3ccco3)c2)CC1,5.92,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL3085903,CC1CCCN(S(=O)(=O)c2cccc3ccccc23)C1,CC1CCCN(S(=O)(=O)c2cccc3ccccc23)C1,4.68,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(c1cccc2ccccc12)N1CCCCC1,CHEMBL3090716,Leishmanicidal activity against intracellular amastigote stage of Leishmania amazonensis MHOM/Br/79/Maria infected in mouse J774 cells assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
CHEMBL3085902,CC1CCCN(S(=O)(=O)c2ccccc2)C1,CC1CCCN(S(=O)(=O)c2ccccc2)C1,4.39,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(c1ccccc1)N1CCCCC1,CHEMBL3090726,Leishmanicidal activity against extracellular promastigote stage of Leishmania amazonensis MHOM/Br/79/Maria assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
CHEMBL3352900,CC1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CC1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,5.11,Active,EC50,Leishmania amazonensis,L_amazonensis,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccco1,CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay
CHEMBL1095251,CCCN(CCC(C)[C@H]1CC=C(C)CC1)S(=O)(=O)c1ccc(C)cc1,CCCN(CCC(C)[C@H]1CC=C(C)CC1)S(=O)(=O)c1ccc(C)cc1,3.708298229270019,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(NCCC[C@H]1CC=CCC1)c1ccccc1,CHEMBL1106399,Antileishmanial activity against Leishmania amazonensis promastigotes after 48 hrs
CHEMBL392413,CCCc1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1,CCCc1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1,4.84,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,CHEMBL900365,Antiprotozoal activity against Leishmania amazonensis 575 in vero cells
CHEMBL391343,CN(C)c1ccc(S(=O)(=O)Nc2cccc3cccnc23)c2ccccc12,CN(C)c1ccc(S(=O)(=O)Nc2cccc3cccnc23)c2ccccc12,5.14,Active,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1cccc2cccnc12)c1cccc2ccccc12,CHEMBL900365,Antiprotozoal activity against Leishmania amazonensis 575 in vero cells
CHEMBL2420158,COc1ccc(C(=Nc2ccc(S(N)(=O)=O)cc2)Nc2ccccc2)cc1,COc1ccc(/C(=N/c2ccccc2)Nc2ccc(S(N)(=O)=O)cc2)cc1,5.75,Active,IC50,Leishmania amazonensis,L_amazonensis,c1ccc(N=C(Nc2ccccc2)c2ccccc2)cc1,CHEMBL2421939,Antileishmanial activity against Leishmania amazonensis MHOM/BR/77/LTB0016 promastigotes after 24 hrs by cell counting
CHEMBL3085891,Cc1cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2[nH]1,Cc1cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2[nH]1,4.74,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1ccc2[nH]ccc2c1)c1ccccc1,CHEMBL3090726,Leishmanicidal activity against extracellular promastigote stage of Leishmania amazonensis MHOM/Br/79/Maria assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
CHEMBL3085893,Cc1cc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,Cc1cc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,4.9,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1ccc2[nH]ccc2c1)c1ccccc1,CHEMBL3090726,Leishmanicidal activity against extracellular promastigote stage of Leishmania amazonensis MHOM/Br/79/Maria assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
CHEMBL3085890,Cc1cc2cc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)ccc2[nH]1,Cc1cc2cc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)ccc2[nH]1,4.8,Inactive,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1ccc2[nH]ccc2c1)c1ccccc1,CHEMBL3090726,Leishmanicidal activity against extracellular promastigote stage of Leishmania amazonensis MHOM/Br/79/Maria assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
CHEMBL3085894,Cc1cc2cc(NS(=O)(=O)c3cccc4ccccc34)ccc2[nH]1,Cc1cc2cc(NS(=O)(=O)c3cccc4ccccc34)ccc2[nH]1,5.13,Active,IC50,Leishmania amazonensis,L_amazonensis,O=S(=O)(Nc1ccc2[nH]ccc2c1)c1cccc2ccccc12,CHEMBL3090726,Leishmanicidal activity against extracellular promastigote stage of Leishmania amazonensis MHOM/Br/79/Maria assessed as reduction of parasite load after 48 hrs by resazurin dye-based fluorometric analysis
