feature,mean_shap,abs_mean_shap,std_shap,type
rdkit_AvgIpc,0.0014090947,0.008468146,0.011026339,RDKit 2D
mordred_Xc-5dv,3.2248463e-05,0.008415232,0.0119239325,Mordred 2D
mordred_MATS2i,-5.7530183e-06,0.008397755,0.011895579,Mordred 2D
mordred_AATSC1Z,-4.4569337e-05,0.008349544,0.011544969,Mordred 2D
mordred_GATS5v,0.0010479679,0.00832114,0.011144683,Mordred 2D
mordred_AATS5p,0.00047920254,0.00831841,0.011881597,Mordred 2D
ECFP6_1224,0.00016077417,0.008291694,0.023802679,ECFP6 Fingerprint
mordred_AATS2i,-0.00036840513,0.008289985,0.012007574,Mordred 2D
mordred_AATS3dv,-0.0015213803,0.008258223,0.01280492,Mordred 2D
mordred_GATS8d,0.00061790826,0.008224439,0.011492487,Mordred 2D
mordred_AATS3v,0.0007936265,0.008201262,0.012036283,Mordred 2D
MACCS_65,9.613299e-05,0.008172973,0.010060334,MACCS Key
mordred_PEOE_VSA1,0.00044605497,0.008158975,0.01242574,Mordred 2D
ECFP6_1964,0.0014515541,0.00813431,0.027359346,ECFP6 Fingerprint
mordred_IC2,0.00029092992,0.008108421,0.010706037,Mordred 2D
mordred_ATSC6dv,0.00026444296,0.008104764,0.012677409,Mordred 2D
mordred_AATS6s,0.00038334678,0.00802031,0.01063638,Mordred 2D
mordred_PEOE_VSA2,0.0011843061,0.008004846,0.013653988,Mordred 2D
mordred_nBase,0.00035870785,0.00799493,0.016195681,Mordred 2D
mordred_AATSC7v,0.001531366,0.007986086,0.010607147,Mordred 2D
rdkit_BCUT2D_MWHI,0.0011245679,0.00798029,0.011427343,RDKit 2D
mordred_AATSC2dv,0.00083491654,0.007972092,0.010900019,Mordred 2D
rdkit_MinEStateIndex,-0.000545752,0.007952709,0.011649427,RDKit 2D
mordred_AATS1p,-0.0009099118,0.007922565,0.01078944,Mordred 2D
mordred_IC1,-0.0014093312,0.007915752,0.012319875,Mordred 2D
ECFP6_2542,0.0023858196,0.00788801,0.024434002,ECFP6 Fingerprint
ECFP6_1238,-0.00057991757,0.007831303,0.027205337,ECFP6 Fingerprint
mordred_MATS2d,0.00020651337,0.0078026704,0.010578841,Mordred 2D
mordred_AATSC1s,-0.0010499306,0.0077993856,0.010422628,Mordred 2D
mordred_ATS0s,-0.0015039673,0.007796232,0.010065463,Mordred 2D
mordred_ATS4s,0.0018638438,0.007786431,0.015514635,Mordred 2D
mordred_MATS2se,9.4285046e-05,0.0077728117,0.011442209,Mordred 2D
mordred_GATS5i,0.0006258094,0.007733585,0.011303845,Mordred 2D
MACCS_62,0.00024575635,0.0077248057,0.010418425,MACCS Key
mordred_AATS6se,7.790878e-05,0.0077157933,0.010184638,Mordred 2D
mordred_AATS8dv,-0.0009932858,0.007695438,0.010580521,Mordred 2D
ECFP6_807,0.00021263093,0.007663967,0.011194688,ECFP6 Fingerprint
mordred_AATS4Z,-0.0001363936,0.0076236464,0.017882586,Mordred 2D
ECFP6_1956,-0.00066446024,0.0076178145,0.017083991,ECFP6 Fingerprint
mordred_MATS5Z,-0.00026999388,0.0075218845,0.010679785,Mordred 2D
mordred_ATS5s,-0.001103148,0.0075167655,0.010998937,Mordred 2D
mordred_bpol,0.00094614894,0.0075031905,0.01180996,Mordred 2D
mordred_AATSC6s,0.0004977138,0.0074848393,0.017195864,Mordred 2D
mordred_AATS6Z,0.0006837926,0.007450459,0.010179825,Mordred 2D
mordred_ATSC5Z,0.0004849429,0.00743504,0.010166007,Mordred 2D
mordred_fMF,4.3531523e-05,0.007421294,0.010730773,Mordred 2D
mordred_GATS2s,-0.0001830805,0.007387141,0.010204123,Mordred 2D
mordred_MATS1are,0.0005535037,0.0073616323,0.010023213,Mordred 2D
mordred_ATSC2s,0.00035567596,0.0073561696,0.010368683,Mordred 2D
mordred_AATS3i,0.001343341,0.007293496,0.011141436,Mordred 2D
mordred_AATS0i,0.0010818033,0.007268979,0.00984075,Mordred 2D
mordred_ATSC3i,0.00030924781,0.0072582704,0.010578552,Mordred 2D
mordred_ATS3dv,-0.0008635798,0.007255591,0.009482582,Mordred 2D
mordred_GATS4p,-0.0004506919,0.00721377,0.009949655,Mordred 2D
mordred_GATS6v,0.0010966016,0.0072060195,0.009512632,Mordred 2D
mordred_n5ARing,-0.0006628732,0.00720154,0.010413847,Mordred 2D
mordred_MATS6s,0.00083572307,0.007191086,0.010357603,Mordred 2D
mordred_AATSC7dv,0.0009564376,0.0071631134,0.0098170135,Mordred 2D
mordred_ATSC1s,-0.00025347705,0.0071249125,0.010371951,Mordred 2D
mordred_MATS7i,-0.00024830748,0.0071124635,0.010937277,Mordred 2D
mordred_MATS8Z,0.0009887306,0.0070528584,0.009181823,Mordred 2D
mordred_BCUTs-1l,-0.0002415479,0.0070165345,0.010079139,Mordred 2D
mordred_GATS3se,0.0008411723,0.0070091574,0.009481527,Mordred 2D
mordred_ATSC6p,0.0006255417,0.0069984905,0.0114932805,Mordred 2D
ECFP6_1225,0.00023992012,0.006975095,0.030374348,ECFP6 Fingerprint
mordred_AATS5se,-0.0012462336,0.00697465,0.009620892,Mordred 2D
mordred_MIC0,-0.00028551373,0.0069714473,0.010811161,Mordred 2D
mordred_AATS6i,-0.0005754159,0.006945278,0.009411999,Mordred 2D
ECFP6_337,0.00022887877,0.0069303764,0.018767497,ECFP6 Fingerprint
mordred_ATSC2se,-0.0017584724,0.0069067287,0.009576367,Mordred 2D
mordred_AATS5s,0.0009056702,0.006894535,0.009306207,Mordred 2D
mordred_AATSC5dv,0.0014501966,0.00687807,0.008936284,Mordred 2D
mordred_GATS3v,0.00056331337,0.006872993,0.010477959,Mordred 2D
mordred_GATS2se,-0.00021952628,0.006855326,0.00941963,Mordred 2D
mordred_MATS2s,4.28965e-05,0.0068412977,0.013220891,Mordred 2D
mordred_AATS3s,0.002168819,0.0068326746,0.010380139,Mordred 2D
ECFP6_1071,-0.000759236,0.006828435,0.029924596,ECFP6 Fingerprint
mordred_Xpc-4dv,0.0003029771,0.006819938,0.008976657,Mordred 2D
mordred_Xpc-4d,0.0013817437,0.006776299,0.008741851,Mordred 2D
mordred_MATS1dv,-0.00067552103,0.0067682327,0.00947929,Mordred 2D
mordred_AETA_eta_F,-0.001125232,0.0067308825,0.009028775,Mordred 2D
mordred_AATSC0i,0.0006019438,0.0067272913,0.009198934,Mordred 2D
mordred_AATS7s,9.344942e-05,0.00670768,0.009601265,Mordred 2D
mordred_ATS2s,-0.0004041488,0.006697787,0.009440544,Mordred 2D
mordred_MATS6i,0.00037165094,0.006666144,0.009806782,Mordred 2D
mordred_BCUTZ-1h,0.0015535001,0.006663634,0.0098857535,Mordred 2D
mordred_AATS7dv,0.0008237385,0.006661045,0.009712034,Mordred 2D
mordred_AETA_eta_R,0.0010874423,0.006656374,0.008989384,Mordred 2D
rdkit_SPS,-0.00024014132,0.006627344,0.00954892,RDKit 2D
mordred_PEOE_VSA13,0.00037153566,0.0066185123,0.019279027,Mordred 2D
mordred_MATS6p,0.00038285996,0.0065415744,0.010080287,Mordred 2D
mordred_VSA_EState1,0.0002158534,0.0065409644,0.008627174,Mordred 2D
mordred_ATSC1p,-4.5891793e-05,0.0065230117,0.00924081,Mordred 2D
mordred_GATS1d,-6.2182145e-05,0.0065052398,0.009362568,Mordred 2D
ECFP6_1697,-2.1213276e-05,0.0064615537,0.016522733,ECFP6 Fingerprint
mordred_AATS7Z,-7.7462806e-05,0.0064571165,0.009072796,Mordred 2D
rdkit_fr_bicyclic,-0.0006205559,0.00644439,0.012583392,RDKit 2D
mordred_AATS1Z,0.0003745523,0.006424257,0.010437243,Mordred 2D
mordred_ATSC0p,-0.0007268212,0.006375965,0.0104362685,Mordred 2D
mordred_AATS6dv,-0.0006591513,0.0063684387,0.009078065,Mordred 2D
mordred_AATS4s,0.0005885173,0.006366136,0.008544464,Mordred 2D
mordred_ATS3s,-0.00055670546,0.006328079,0.009228134,Mordred 2D
ECFP6_3143,0.0004278794,0.0062811957,0.023953198,ECFP6 Fingerprint
mordred_ETA_eta_B,-0.00062380254,0.006268198,0.010076325,Mordred 2D
mordred_ATS1dv,-0.00016521862,0.0062514776,0.008768624,Mordred 2D
ECFP6_518,-0.000682179,0.006248792,0.025051173,ECFP6 Fingerprint
mordred_ATSC8se,0.0014330957,0.006246639,0.0084482245,Mordred 2D
mordred_ATSC6s,-0.00011428204,0.006230424,0.0088161295,Mordred 2D
ECFP6_3327,0.00028710402,0.006229618,0.025444187,ECFP6 Fingerprint
mordred_GATS1v,0.00045336827,0.006220504,0.0147174075,Mordred 2D
mordred_CIC2,-6.747238e-05,0.0061208843,0.008506571,Mordred 2D
mordred_AATS6d,-0.001188641,0.0061071087,0.008227798,Mordred 2D
rdkit_VSA_EState10,0.00014868156,0.0060538356,0.009448876,RDKit 2D
mordred_ATS6s,0.00066833524,0.0060083065,0.009028334,Mordred 2D
mordred_BCUTv-1l,-0.0007151658,0.0059632035,0.008553663,Mordred 2D
mordred_GATS1p,4.68232e-07,0.0059624114,0.0083282655,Mordred 2D
mordred_ATS7s,0.0005410773,0.0059369407,0.0082503455,Mordred 2D
mordred_IC0,-0.00012357219,0.0059027188,0.008685564,Mordred 2D
mordred_AATS0d,0.00054266053,0.0058635157,0.009318328,Mordred 2D
mordred_NaaCH,1.5779386e-05,0.0058147227,0.008367116,Mordred 2D
mordred_AATSC0v,-0.0014498365,0.005787979,0.007589526,Mordred 2D
mordred_Xc-5d,0.00047762727,0.0057768994,0.008970577,Mordred 2D
mordred_HybRatio,-0.0006712847,0.005706187,0.008407534,Mordred 2D
mordred_AATS1dv,0.0010471276,0.0056723664,0.008412084,Mordred 2D
MACCS_49,0.0008281391,0.005655926,0.009682143,MACCS Key
mordred_AATS3se,0.00036832129,0.0056519923,0.008185457,Mordred 2D
mordred_ATSC0dv,-0.00012162063,0.0056327344,0.008429078,Mordred 2D
rdkit_NumAliphaticCarbocycles,-0.0006485417,0.0056147394,0.010716552,RDKit 2D
mordred_SpAbs_DzZ,-7.372141e-05,0.0056117037,0.007271214,Mordred 2D
mordred_AATS0p,0.0008452062,0.0055755987,0.0089323195,Mordred 2D
mordred_ATS0dv,0.00023136285,0.0055063325,0.0073305126,Mordred 2D
mordred_EState_VSA8,0.00038840034,0.0054792655,0.0076013645,Mordred 2D
mordred_MIC1,-0.00020949285,0.005476,0.007969903,Mordred 2D
mordred_BCUTv-1h,-0.00019960363,0.0054713455,0.009332345,Mordred 2D
mordred_AATS2s,-0.000614956,0.0054490683,0.007635252,Mordred 2D
mordred_AATS0se,-0.0006901692,0.00544879,0.008262337,Mordred 2D
mordred_ATS6dv,-0.0012253396,0.0053709485,0.0079889335,Mordred 2D
mordred_AETA_eta,0.00012281098,0.005362777,0.009324049,Mordred 2D
mordred_AATS3Z,-0.0003217025,0.0053450945,0.008351632,Mordred 2D
rdkit_BCUT2D_CHGLO,-0.00018691205,0.0052404744,0.007311658,RDKit 2D
mordred_AATS8Z,0.00087847,0.005236716,0.007563386,Mordred 2D
mordred_NdssC,-0.0018915373,0.005223431,0.010730639,Mordred 2D
mordred_ATSC3v,-0.00013991226,0.005217483,0.0076682065,Mordred 2D
mordred_n6aHRing,0.00082619744,0.005198138,0.011418833,Mordred 2D
mordred_AATS5dv,-0.00069221994,0.005176322,0.007292096,Mordred 2D
ECFP6_3024,0.0018497094,0.0051718904,0.024538953,ECFP6 Fingerprint
ECFP6_2941,0.0012462136,0.0051399814,0.02314696,ECFP6 Fingerprint
mordred_AATSC4s,0.00037982853,0.0051035513,0.0074997037,Mordred 2D
mordred_SM1_Dzse,0.00123066,0.0050988,0.0063360455,Mordred 2D
mordred_SaasN,0.00011331181,0.005020246,0.010684641,Mordred 2D
mordred_TIC1,0.0007484757,0.005005359,0.007970044,Mordred 2D
mordred_nG12FRing,0.00038898698,0.004992187,0.00861717,Mordred 2D
mordred_PEOE_VSA3,0.0004795812,0.0049909796,0.00899373,Mordred 2D
ECFP6_1939,-0.00014614135,0.004962055,0.01815253,ECFP6 Fingerprint
ECFP6_255,6.352134e-05,0.0048660035,0.016619585,ECFP6 Fingerprint
ECFP6_3770,5.4257293e-05,0.004850554,0.008475982,ECFP6 Fingerprint
mordred_AATS0dv,0.00044742267,0.004838812,0.0063045467,Mordred 2D
ECFP6_3570,5.9766724e-05,0.0048037954,0.019528832,ECFP6 Fingerprint
mordred_PEOE_VSA12,0.00030831134,0.0047573075,0.007180496,Mordred 2D
mordred_VSA_EState9,0.00023761243,0.0047320793,0.00803844,Mordred 2D
mordred_AATS2p,-0.0007614757,0.004695568,0.0069410107,Mordred 2D
ECFP6_2891,-0.00038515817,0.004657696,0.008294288,ECFP6 Fingerprint
ECFP6_1683,0.00016247932,0.004646494,0.0074257674,ECFP6 Fingerprint
ECFP6_378,0.00014136432,0.004631737,0.006862026,ECFP6 Fingerprint
MACCS_98,0.0003208876,0.0046058754,0.00672949,MACCS Key
mordred_nRot,0.00015326584,0.004582827,0.0069696303,Mordred 2D
ECFP6_2883,4.2148997e-05,0.0045156293,0.010366246,ECFP6 Fingerprint
ECFP6_2496,-0.000124335,0.004491738,0.010530271,ECFP6 Fingerprint
mordred_C1SP2,0.00022619372,0.004365956,0.006214623,Mordred 2D
mordred_CIC1,0.00042535595,0.004319349,0.005920867,Mordred 2D
rdkit_fr_Ar_N,0.00026865897,0.004302661,0.0063030827,RDKit 2D
mordred_NdsCH,-0.0012902752,0.004297701,0.009072111,Mordred 2D
ECFP6_2509,0.0012636458,0.0041938913,0.013117682,ECFP6 Fingerprint
ECFP6_3200,0.00066528114,0.0041892454,0.00632811,ECFP6 Fingerprint
mordred_SM1_DzZ,0.00095862465,0.00416922,0.006055484,Mordred 2D
mordred_NaasC,4.615787e-05,0.004157512,0.005696194,Mordred 2D
ECFP6_3629,0.0018537581,0.004153058,0.015616623,ECFP6 Fingerprint
ECFP6_2232,0.00029473673,0.004147225,0.013590551,ECFP6 Fingerprint
mordred_EState_VSA10,7.629351e-05,0.0040963376,0.005921133,Mordred 2D
mordred_AATS1s,-0.0006456866,0.0040724818,0.0057805055,Mordred 2D
mordred_AATS0Z,0.00012468368,0.004062705,0.006196969,Mordred 2D
ECFP6_2871,0.00202529,0.003980619,0.017556755,ECFP6 Fingerprint
mordred_nC,-0.00087780575,0.0039637876,0.0068440754,Mordred 2D
MACCS_106,0.0001806372,0.003960081,0.0064035505,MACCS Key
ECFP6_2646,-9.7708966e-05,0.00387645,0.01210317,ECFP6 Fingerprint
mordred_C1SP3,0.00018526266,0.003859041,0.0052677444,Mordred 2D
mordred_n10FRing,-2.8297549e-05,0.003857832,0.0064681536,Mordred 2D
ECFP6_2799,-0.00020800302,0.0038465993,0.01641024,ECFP6 Fingerprint
mordred_NssCH2,0.00053155096,0.0038395033,0.005935687,Mordred 2D
mordred_n9FARing,0.00045867477,0.0038178004,0.00861837,Mordred 2D
ECFP6_527,-1.7073893e-05,0.003803737,0.016950034,ECFP6 Fingerprint
mordred_SM1_Dzi,0.00016121256,0.0037878344,0.0090042045,Mordred 2D
mordred_ATSC0se,0.0002063398,0.003733158,0.0053532007,Mordred 2D
rdkit_fr_ester,-0.00028045123,0.003607526,0.008884729,RDKit 2D
mordred_NaaNH,0.00025879647,0.003594453,0.006888497,Mordred 2D
ECFP6_2966,0.00014900237,0.003563822,0.016129749,ECFP6 Fingerprint
mordred_Xc-3d,0.00056636,0.0035318101,0.005170442,Mordred 2D
ECFP6_3843,0.0010497307,0.003484938,0.020355912,ECFP6 Fingerprint
ECFP6_1586,0.001341523,0.0034622517,0.009365985,ECFP6 Fingerprint
ECFP6_1164,0.00014583324,0.0034504393,0.008158148,ECFP6 Fingerprint
mordred_ATS1s,-3.6173857e-05,0.0034041633,0.0049156067,Mordred 2D
ECFP6_231,-0.000406465,0.0033840858,0.009655954,ECFP6 Fingerprint
ECFP6_3663,0.00019567896,0.003362236,0.013460421,ECFP6 Fingerprint
mordred_ATSC0d,-0.0012287428,0.003355381,0.0047353846,Mordred 2D
mordred_n6Ring,0.0003791478,0.0032600733,0.0056342,Mordred 2D
mordred_EState_VSA1,-0.00031555846,0.0032356079,0.0060401475,Mordred 2D
mordred_n5AHRing,0.00029993142,0.0032095902,0.0058193817,Mordred 2D
mordred_n6ARing,0.00047228043,0.0031982476,0.0046229847,Mordred 2D
mordred_NsssCH,0.000144855,0.0031762016,0.006459346,Mordred 2D
ECFP6_1134,0.00012096219,0.003167188,0.013112377,ECFP6 Fingerprint
rdkit_NumSaturatedCarbocycles,0.00041685367,0.0031611996,0.006950499,RDKit 2D
MACCS_92,-0.00018269836,0.0031472559,0.004389922,MACCS Key
mordred_SM1_Dzv,0.000114779294,0.003147113,0.0053542983,Mordred 2D
rdkit_Ipc,0.00020439518,0.00313676,0.0047353166,RDKit 2D
mordred_SlogP_VSA11,0.00016458778,0.0031169767,0.0063576614,Mordred 2D
mordred_Xch-5d,0.00023707745,0.0030944853,0.0052499305,Mordred 2D
ECFP6_1397,1.256589e-06,0.0030938275,0.014235232,ECFP6 Fingerprint
ECFP6_3145,1.5607335e-05,0.0030881301,0.005875133,ECFP6 Fingerprint
MACCS_95,-6.2943116e-05,0.0030429747,0.0036248136,MACCS Key
MACCS_117,-0.00020970652,0.0029583701,0.0041817646,MACCS Key
rdkit_fr_aniline,-0.0002602858,0.0029553846,0.0040172297,RDKit 2D
ECFP6_1801,-0.0004359055,0.00294215,0.014250123,ECFP6 Fingerprint
MACCS_129,0.00018599755,0.0029231184,0.003907047,MACCS Key
ECFP6_3091,0.0009950089,0.002917318,0.007972156,ECFP6 Fingerprint
MACCS_77,0.0016610017,0.0028379387,0.004007916,MACCS Key
ECFP6_3470,-0.00031430513,0.0026757098,0.010165746,ECFP6 Fingerprint
mordred_n6aRing,3.671603e-05,0.002675329,0.003725527,Mordred 2D
MACCS_79,0.00042857323,0.0025681236,0.0042398633,MACCS Key
ECFP6_1567,-7.321364e-05,0.0025439397,0.006539946,ECFP6 Fingerprint
ECFP6_2957,0.0003220625,0.0025307422,0.0068109133,ECFP6 Fingerprint
ECFP6_2817,0.0001771725,0.0025250562,0.006559262,ECFP6 Fingerprint
ECFP6_3888,0.00078024145,0.0025241624,0.0071367663,ECFP6 Fingerprint
mordred_C2SP2,-0.00015996667,0.002510876,0.0042013493,Mordred 2D
ECFP6_2353,0.00016382779,0.0025070743,0.008080249,ECFP6 Fingerprint
mordred_Xc-4d,-0.0005388938,0.002493598,0.004417284,Mordred 2D
rdkit_NumAtomStereoCenters,0.0006591285,0.0024469276,0.004690558,RDKit 2D
mordred_n5Ring,-0.00042088382,0.0024430566,0.0052159163,Mordred 2D
ECFP6_1555,-0.00028274322,0.0024395739,0.009032995,ECFP6 Fingerprint
ECFP6_1802,-1.8275055e-05,0.0024332255,0.012815226,ECFP6 Fingerprint
mordred_AATS2Z,-0.00087685994,0.002404104,0.0040100184,Mordred 2D
mordred_SpAbs_A,0.00017072003,0.0023987768,0.004005691,Mordred 2D
ECFP6_1634,0.00046765205,0.0023983554,0.006980517,ECFP6 Fingerprint
ECFP6_1861,-2.1516169e-06,0.002388066,0.012078806,ECFP6 Fingerprint
ECFP6_2116,0.00018461893,0.0021955417,0.011640758,ECFP6 Fingerprint
mordred_nG12FAHRing,0.000121164725,0.0021946866,0.0052143876,Mordred 2D
mordred_nBondsD,0.00016386039,0.002188959,0.0040946407,Mordred 2D
ECFP6_2972,0.00025554333,0.0021270954,0.0064514754,ECFP6 Fingerprint
mordred_NdsN,9.717717e-05,0.0021148499,0.0045626676,Mordred 2D
mordred_nAtom,-1.1461054e-05,0.002089917,0.0037830123,Mordred 2D
MACCS_47,2.3148503e-05,0.0020802927,0.0044398042,MACCS Key
rdkit_fr_allylic_oxid,-4.303913e-05,0.0020595498,0.0050501064,RDKit 2D
MACCS_85,0.00014422653,0.0020415108,0.0037501967,MACCS Key
ECFP6_1967,-3.9763922e-06,0.0019999025,0.009786055,ECFP6 Fingerprint
ECFP6_1236,0.00014889221,0.001976493,0.0050979895,ECFP6 Fingerprint
MACCS_110,-0.00025116486,0.0019593528,0.0032699245,MACCS Key
ECFP6_2773,-8.961558e-05,0.0019412282,0.008526692,ECFP6 Fingerprint
rdkit_fr_imidazole,-0.0005268195,0.0019355445,0.0039865896,RDKit 2D
ECFP6_3901,0.0004848443,0.0019231502,0.005876735,ECFP6 Fingerprint
ECFP6_2715,0.00012388101,0.0019157014,0.004173043,ECFP6 Fingerprint
ECFP6_3230,9.192048e-06,0.0019134076,0.00738874,ECFP6 Fingerprint
rdkit_fr_Ar_OH,5.7671503e-05,0.0019129694,0.0071929325,RDKit 2D
ECFP6_3650,-7.434312e-05,0.0018843234,0.0042719836,ECFP6 Fingerprint
ECFP6_2727,6.0974384e-05,0.0018804158,0.007992926,ECFP6 Fingerprint
ECFP6_1797,0.00058423454,0.0018766808,0.010895321,ECFP6 Fingerprint
ECFP6_191,-0.00017410686,0.0018624038,0.0034940874,ECFP6 Fingerprint
MACCS_13,-0.00018046216,0.0018517227,0.007875415,MACCS Key
MACCS_154,1.636134e-05,0.0018487679,0.0035477781,MACCS Key
mordred_nHRing,-0.0001646078,0.0018255798,0.0048510893,Mordred 2D
mordred_NdO,-0.00020582262,0.0017997829,0.0037535976,Mordred 2D
rdkit_fr_NH1,2.0834223e-05,0.0017875215,0.0032025643,RDKit 2D
ECFP6_2175,0.00015034647,0.0017689975,0.0073939306,ECFP6 Fingerprint
ECFP6_3996,0.00020489859,0.0017144188,0.0076314434,ECFP6 Fingerprint
mordred_nH,9.917545e-05,0.0017071649,0.0032226222,Mordred 2D
MACCS_157,2.3571236e-05,0.0016415771,0.0026575853,MACCS Key
ECFP6_1010,0.0006942042,0.0016185562,0.005333113,ECFP6 Fingerprint
mordred_SssssC,7.123537e-05,0.0015965927,0.002725813,Mordred 2D
MACCS_38,-0.00033762882,0.0015596176,0.0023213811,MACCS Key
rdkit_NOCount,0.0004296889,0.0015567134,0.002908748,RDKit 2D
MACCS_93,9.5288386e-05,0.0015364713,0.0026814318,MACCS Key
ECFP6_664,-1.1936719e-05,0.0015252049,0.005854843,ECFP6 Fingerprint
ECFP6_464,-0.00011703724,0.0015110333,0.003861082,ECFP6 Fingerprint
ECFP6_3802,0.00039835868,0.0014889009,0.0024876813,ECFP6 Fingerprint
ECFP6_494,0.0001753655,0.0014766894,0.006403071,ECFP6 Fingerprint
rdkit_SlogP_VSA12,-0.00026632828,0.0014648414,0.002998818,RDKit 2D
MACCS_109,-4.6804693e-05,0.0014609715,0.0028541207,MACCS Key
MACCS_113,8.000304e-05,0.0014553234,0.0023640809,MACCS Key
ECFP6_2476,0.00012290494,0.0014533869,0.005429058,ECFP6 Fingerprint
rdkit_fr_aryl_methyl,8.123271e-05,0.0014495278,0.0029234274,RDKit 2D
ECFP6_1630,-0.00012986924,0.001407733,0.005570249,ECFP6 Fingerprint
mordred_nHBAcc,-0.00033855846,0.001405427,0.0055158823,Mordred 2D
MACCS_144,0.00014721592,0.0014039169,0.0027544778,MACCS Key
ECFP6_729,2.4579127e-05,0.0014016853,0.0068116817,ECFP6 Fingerprint
MACCS_101,-2.9334788e-05,0.0013877646,0.002367202,MACCS Key
ECFP6_1831,-0.00011428042,0.0013860886,0.00650926,ECFP6 Fingerprint
ECFP6_3823,2.15019e-05,0.0013846965,0.005984128,ECFP6 Fingerprint
mordred_nN,-0.00014440459,0.0013790296,0.0030268766,Mordred 2D
ECFP6_1655,0.00033309596,0.001367894,0.005378227,ECFP6 Fingerprint
ECFP6_3786,-2.5892807e-05,0.0013642404,0.0039507174,ECFP6 Fingerprint
mordred_NssNH,0.0002855121,0.0013548324,0.0027085568,Mordred 2D
ECFP6_1855,2.3695518e-05,0.001353573,0.0024353086,ECFP6 Fingerprint
ECFP6_3959,-0.00022000767,0.0013496673,0.0028890674,ECFP6 Fingerprint
ECFP6_638,0.00013628826,0.0013494221,0.0046808985,ECFP6 Fingerprint
ECFP6_1970,0.0003045394,0.0013485157,0.0026556265,ECFP6 Fingerprint
ECFP6_2881,9.585215e-05,0.0013456887,0.0059861,ECFP6 Fingerprint
mordred_nO,8.8250825e-05,0.0013196042,0.0027906974,Mordred 2D
mordred_nBondsKD,7.9671554e-05,0.0013098065,0.002686272,Mordred 2D
mordred_NssO,-0.0002254119,0.0012949052,0.0024033613,Mordred 2D
ECFP6_4009,-5.8594487e-06,0.0012843703,0.0066458564,ECFP6 Fingerprint
MACCS_136,-0.000112620706,0.0012823738,0.0030931958,MACCS Key
rdkit_fr_NH0,0.00011956244,0.0012769469,0.002467953,RDKit 2D
mordred_NaaaC,-0.00013068723,0.001266039,0.0027243886,Mordred 2D
ECFP6_216,6.5435066e-05,0.0012607542,0.0025885163,ECFP6 Fingerprint
MACCS_90,8.1729595e-05,0.0012596459,0.004380251,MACCS Key
ECFP6_1691,0.00015552355,0.001242713,0.0070025623,ECFP6 Fingerprint
ECFP6_821,9.954545e-05,0.0012421213,0.0036419337,ECFP6 Fingerprint
MACCS_80,0.00046901155,0.0012117303,0.0021771756,MACCS Key
ECFP6_364,0.00015617667,0.0011955043,0.005471409,ECFP6 Fingerprint
ECFP6_361,0.00013444522,0.00117391,0.0034956324,ECFP6 Fingerprint
mordred_nG12FARing,-9.918726e-05,0.0011707768,0.002950246,Mordred 2D
mordred_GGI1,-5.6198092e-05,0.0011658024,0.0025412242,Mordred 2D
ECFP6_1082,0.00049902755,0.0011509303,0.0032016516,ECFP6 Fingerprint
mordred_n6HRing,0.0001625621,0.0011501497,0.0029325609,Mordred 2D
mordred_nFRing,0.00023921147,0.0011154027,0.001729995,Mordred 2D
mordred_n9FRing,-0.00011038827,0.001106954,0.0023711794,Mordred 2D
rdkit_NumAmideBonds,0.00023193123,0.0011031801,0.0035315224,RDKit 2D
mordred_nX,-0.00015431514,0.0010940073,0.0025489056,Mordred 2D
ECFP6_1746,-1.163442e-05,0.0010929459,0.004835261,ECFP6 Fingerprint
ECFP6_389,0.00034832646,0.0010928762,0.0019119668,ECFP6 Fingerprint
ECFP6_2137,0.00021278548,0.0010898256,0.005420096,ECFP6 Fingerprint
ECFP6_1917,-0.00011983068,0.0010642365,0.0022682685,ECFP6 Fingerprint
mordred_NsOH,-7.677995e-05,0.0010619642,0.002277962,Mordred 2D
ECFP6_2555,-0.000103907034,0.001029567,0.003259187,ECFP6 Fingerprint
rdkit_NumUnspecifiedAtomStereoCenters,-5.5774784e-05,0.0010233705,0.0024956656,RDKit 2D
ECFP6_2270,-0.00014576978,0.0010192145,0.0023656897,ECFP6 Fingerprint
MACCS_25,-5.0990107e-05,0.0010152059,0.002125409,MACCS Key
mordred_nARing,-8.888032e-05,0.0009698628,0.002132547,Mordred 2D
mordred_nHBDon,-6.8826426e-05,0.0009466825,0.0021961874,Mordred 2D
rdkit_fr_Al_OH_noTert,-5.4135213e-05,0.000938325,0.0022851268,RDKit 2D
MACCS_152,-0.00029220883,0.00092112,0.0017189062,MACCS Key
ECFP6_248,0.00010013795,0.00091638794,0.0028237333,ECFP6 Fingerprint
ECFP6_2049,0.000119156626,0.0009150118,0.002448739,ECFP6 Fingerprint
ECFP6_2321,-0.00019091973,0.00091348536,0.0035596432,ECFP6 Fingerprint
mordred_nG12FHRing,0.00013467048,0.00089419424,0.0025536169,Mordred 2D
ECFP6_3342,-6.831731e-05,0.00087600184,0.0032349941,ECFP6 Fingerprint
MACCS_104,0.0001473738,0.0008666223,0.0020787206,MACCS Key
ECFP6_2275,0.0001300728,0.00086638227,0.0028073476,ECFP6 Fingerprint
mordred_NssS,-2.0344419e-06,0.00085709937,0.0023708344,Mordred 2D
ECFP6_1969,4.1666635e-06,0.0008423079,0.004644282,ECFP6 Fingerprint
